"ds_codigo","ds_nome","area.1","area.2","area.3","area.4","total_area","final_score","classification"
46,"JARDIM SAO LUIS",0.443659952117036,0.411968069715289,0.134705481156041,0.00966649701163482,26.0424268688965,6.00746719817555,66
47,"JOSE BONIFACIO",0.172064319259336,0.643061314884722,0.172013624928114,0.0128607409278277,14.5411920441895,8.28729165329611,78
48,"LAPA",0.649680064552363,0.319952852174666,0.0284186785586037,0.00194840471436824,10.2657936037598,2.42713550770051,24
49,"LIBERDADE",0.34630649045501,0.600293079538582,0.0534004300064073,0,3.6649282434082,4.33647614785309,48
50,"LIMAO",0.492864156080195,0.449568606882844,0.0572234409033615,0.00034379613359893,6.44072225878906,3.6990568250142,36
51,"MANDAQUI",0.160927714082297,0.525557587927439,0.299154320163363,0.0143603778269008,13.2319969655762,10.9682686133353,87
52,"MARSILAC",0.147793361433073,0.354789815445536,0.403497383702835,0.0939194394185559,207.239757424316,17.4965500349119,96
53,"MOOCA",0.654061160722205,0.329372623397658,0.0153109736120736,0.00125524226806347,7.95681477490234,2.10495199337394,21
54,"MORUMBI",0.256978351639989,0.625679427232721,0.112110207930971,0.00523201319631823,11.4669969277344,6.24507312621698,67
55,"PARELHEIROS",0.263207642643152,0.493981631752764,0.228812601407863,0.0139981241962209,151.784666468262,9.03011064573364,82
56,"PARI",0.988993828578244,0.0110061714217558,0,0,2.72508635644531,0.0550308571087789,2
57,"PARQUE DO CARMO",0.154459439132164,0.620694714068842,0.205114635828328,0.0197312109706658,15.4403922009277,9.41521212429235,83
58,"PEDREIRA",0.375897914942716,0.471726462170469,0.139704075091251,0.0126715477955641,18.2751762470703,6.61152705586747,72
59,"PENHA",0.337534115758687,0.636963628680202,0.024871606425689,0.000630649135422727,11.4581199924316,3.8444472521686,39
60,"PERDIZES",0.187333660076879,0.727066915158833,0.0792957183388091,0.00630370642547917,6.34420059057617,5.99594991979314,65
61,"PERUS",0.0953357851997716,0.485915184868956,0.386434003238713,0.0323150266925587,23.589143277832,14.0293276068661,92
62,"PINHEIROS",0.754053109845635,0.225030942584037,0.0209159475703276,0,8.30588136474609,1.64805340217838,13
63,"PIRITUBA",0.198347268457884,0.547955069137678,0.239544713473504,0.0141529489309342,17.1021077824707,9.57757011838203,84
64,"PONTE RASA",0.281864376042517,0.707119241430237,0.0110163825272463,0,6.59473556396484,3.81100577033234,38
65,"RAPOSO TAVARES",0.187545642980664,0.631578918778441,0.176787999193745,0.00408743904714979,12.2351299489746,7.82284091656482,75
66,"REPUBLICA",0.745765679455802,0.231523731729641,0.0227105888145571,0,2.39665344360352,1.72538337901214,15
67,"RIO PEQUENO",0.205114402276108,0.682667559254257,0.108080127058621,0.00413791141101372,9.51787062524414,6.36361565739764,68
68,"SACOMA",0.310671018709141,0.634289196747889,0.0536625737057958,0.00137721083717424,14.5172428647461,4.5956429766148,52
69,"SANTA CECILIA",0.827143393623571,0.172178193266918,0.000678413109510925,0,3.75688166650391,0.877851294072362,10
70,"SANTANA",0.539340717658148,0.427710636514258,0.031315243588524,0.00163340223906993,13.0940516425781,3.01943840662859,30
71,"SANTO AMARO",0.688997603196681,0.303528499872975,0.00747389693034442,0,16.0112566181641,1.70448992262348,14
72,"SAO LUCAS",0.275907469328306,0.698747961226287,0.0253445694454072,0,9.6476051394043,4.12735404226662,45
73,"SAO MATEUS",0.275720467149352,0.656024905828598,0.067178741328585,0.00107588569346499,12.8416488146973,5.02414620396551,57
74,"SAO MIGUEL",0.510889659911051,0.473727707568381,0.015382632520568,0,7.65415862451172,2.7532043508561,27
75,"SAO RAFAEL",0.180061067641281,0.54406795453068,0.254291958191912,0.0215790196361274,13.0320873103027,10.3723799056188,86
76,"SAPOPEMBA",0.178921136419576,0.710487564274791,0.103975154224181,0.00661614508145268,13.5975760478516,6.54878538186563,71
77,"SAUDE",0.342514679779958,0.635812491898182,0.0210580589459062,0.000614769375954671,9.31019822998047,3.74240009569584,37
78,"SE",0.704337486192042,0.270333870605979,0.0253286432019785,0,2.1923200925293,1.98488543307936,17
79,"SOCORRO",0.831928840762174,0.163972830502826,0.00326342734595145,0.000834901389048736,11.9677386130371,0.951543919505839,11
80,"TATUAPE",0.80488653760551,0.193935074053722,0.0011783883407682,0,8.4874898503418,0.999135078787815,12
81,"TREMEMBE",0.103909482962096,0.359727624792488,0.490688863343282,0.0456740289021346,56.6643343393555,16.8063014416726,95
82,"TUCURUVI",0.18884659871435,0.7192747627456,0.090819403858069,0.0010592346819809,9.43400376196289,5.93041299109858,64
83,"VILA ANDRADE",0.236983513574602,0.494230041766271,0.253793484598419,0.0149929600607081,10.3227945456543,9.71556492743432,85
84,"VILA CURUCA",0.415033572799869,0.557061344336255,0.0279050828638759,0,9.49841399267578,3.48293379327817,34
85,"VILA FORMOSA",0.190995887933715,0.764492861567362,0.0434347483364962,0.00107650216242639,7.45404077734375,4.9729231459948,55
86,"VILA GUILHERME",0.696851221741063,0.2811442586308,0.0220045196281373,0,7.21953040869141,1.95583428385743,16
87,"VILA JACUI",0.311470260103962,0.653521039147767,0.0337487098834396,0.00125999086483115,7.92612703393555,4.18692239471469,46
88,"VILA LEOPOLDINA",0.830859610517623,0.167712526872441,0.00142786260993638,0,7.00633189501953,0.874259199610614,9
89,"VILA MARIA",0.680437765396623,0.296843352032903,0.0227188825704734,0,11.8357389216309,2.05218882442635,19
90,"VILA MARIANA",0.349286747927516,0.613830194249156,0.0357229534651993,0.00116010435812785,8.61996068286133,4.03183106936344,43
91,"VILA MATILDE",0.230110860481082,0.726734013530851,0.0431551259880667,0,8.76401987426758,4.71254821735592,53
92,"VILA MEDEIROS",0.622594339126735,0.362963533936969,0.0144421269362959,0,7.86427054394531,2.17587084309224,23
93,"VILA PRUDENTE",0.431598809344749,0.546798657540146,0.0216025331151045,0,9.55329385791016,3.27405661557834,32
94,"VILA SONIA",0.273434831705346,0.592406227471781,0.130149950765102,0.00400899005777102,9.97826900878906,6.45631930995272,69
95,"SAO DOMINGOS",0.195739200203126,0.655632556727848,0.143960620810455,0.00466762225857065,9.83675489575195,7.15723563941486,73
96,"LAJEADO",0.22042844911515,0.699872697378538,0.0796988535063124,0,8.78614596630859,5.4918348245505,61
